date,activity,distance in meters,duration in seconds,notes,event name,created at,updated at
2013-12-14 09:00:00 +0000,cycling,46000.0,5400.0,Shirlock row loop,,2013-12-15 21:24:04 +0000,2013-12-15 21:24:04 +0000
2013-12-13 16:00:00 +0000,cycling,14300.0,1980.0,Easy spin,,2013-12-15 21:25:27 +0000,2013-12-15 21:25:27 +0000
2013-12-13 17:00:00 +0000,running,1000.0,330.0,short brick run,,2013-12-15 21:25:58 +0000,2013-12-15 21:25:58 +0000
2013-12-08 12:00:00 +0000,walking,8000.0,3300.0,XC ski in Finland,,2013-12-15 21:33:07 +0000,2013-12-15 21:33:07 +0000
2013-12-07 16:00:00 +0000,running,6400.0,2220.0,Run in snow in Finland,,2013-12-15 21:34:09 +0000,2013-12-15 21:34:09 +0000
2013-12-12 18:00:00 +0000,running,5800.0,1920.0,Easy run,,2013-12-15 21:35:36 +0000,2013-12-15 21:35:36 +0000
2013-12-06 09:00:00 +0000,swimming,1500.0,1800.0,200s,,2013-12-15 21:36:44 +0000,2013-12-15 21:36:44 +0000
2013-12-05 12:00:00 +0000,cycling,10000.0,1200.0,local,,2013-12-15 21:37:33 +0000,2013-12-15 21:37:33 +0000
2014-01-05 09:00:00 +0000,cycling,56000.0,7140.0,Cold ride with Jon d,,2014-01-06 11:33:12 +0000,2014-01-06 11:33:12 +0000
2014-01-03 16:00:00 +0000,cycling,23500.0,3150.0,"Dark, wet, windy",,2014-01-06 11:36:06 +0000,2014-01-06 11:36:06 +0000
2014-01-02 12:00:00 +0000,running,1500.0,540.0,Aborted run (sore ankle),,2014-01-06 11:36:58 +0000,2014-01-06 11:36:58 +0000
2014-01-04 18:00:00 +0000,swimming,2300.0,3300.0,Eton tri swim,,2014-01-06 11:38:15 +0000,2014-01-06 11:38:15 +0000
2013-12-17 12:00:00 +0000,cycling,32400.0,3660.0,BMTT20 (drift road out and back),,2013-12-18 22:49:43 +0000,2013-12-18 22:49:43 +0000
2013-12-18 17:00:00 +0000,running,5000.0,1800.0,Easy run with buggy,,2013-12-18 22:50:07 +0000,2013-12-18 22:50:07 +0000
2013-12-19 13:00:00 +0000,cycling,21500.0,2640.0,L2 ride,,2013-12-19 15:02:36 +0000,2013-12-19 15:02:52 +0000
2013-12-19 14:00:00 +0000,running,2900.0,900.0,Brick run,,2013-12-19 15:03:21 +0000,2013-12-19 15:03:21 +0000
2014-10-17 14:00:00 +0100,swimming,1600.0,1920.0,5x320 inc paddles,,2014-10-17 23:28:47 +0100,2014-10-17 23:28:47 +0100
2014-01-04 09:00:00 +0000,running,7500.0,2445.0,L2 run (very wet!),,2014-01-06 11:33:59 +0000,2014-01-06 11:34:35 +0000
2014-01-03 10:00:00 +0000,swimming,1600.0,1800.0,200's,,2014-01-06 11:37:39 +0000,2014-01-06 11:37:39 +0000
2013-12-22 09:00:00 +0000,cycling,35000.0,3780.0,Drift road loop (1h bmtt),,2013-12-22 10:43:59 +0000,2013-12-22 10:43:59 +0000
2013-12-21 09:00:00 +0000,cycling,60000.0,7800.0,Englefield Green -> Reading. Very wet and windy,,2013-12-22 10:44:45 +0000,2013-12-22 10:44:45 +0000
2014-01-07 12:00:00 +0000,running,6500.0,2160.0,L2 run,,2014-01-07 13:28:03 +0000,2014-01-07 13:28:24 +0000
2013-12-26 12:00:00 +0000,running,8000.0,2040.0,Boxing day race in Ireland,,2013-12-27 15:30:27 +0000,2013-12-27 15:30:27 +0000
2013-12-24 09:00:00 +0000,running,1000.0,9.3,Easy run with buggy,,2013-12-27 15:32:48 +0000,2013-12-27 15:32:48 +0000
2013-12-23 17:00:00 +0000,running,5200.0,1800.0,Very wet and windy. Dark.,,2013-12-27 15:34:34 +0000,2013-12-27 15:34:34 +0000
2013-12-25 09:00:00 +0000,cycling,20000.0,2700.0,Hilly & v. windy (in Ireland),,2013-12-27 15:35:23 +0000,2013-12-27 15:35:23 +0000
2013-12-25 11:00:00 +0000,running,1600.0,510.0,Short brick run,,2013-12-27 15:36:07 +0000,2013-12-27 15:36:07 +0000
2013-12-27 10:00:00 +0000,swimming,1500.0,1680.0,Continuous,,2013-12-27 15:29:42 +0000,2013-12-27 15:29:42 +0000
2013-12-31 14:00:00 +0000,cycling,55800.0,6960.0,Black Isle loop,,2014-01-01 20:20:51 +0000,2014-01-01 20:20:51 +0000
2013-12-30 13:41:00 +0000,cycling,36600.0,4920.0,Black Isle short loop,,2014-01-01 20:26:32 +0000,2014-01-01 20:26:32 +0000
2013-12-29 12:00:00 +0000,swimming,1000.0,1200.0,Easy swim,,2014-01-01 20:28:32 +0000,2014-01-01 20:28:32 +0000
2014-01-10 16:00:00 +0000,cycling,17500.0,2340.0,L3 ride in park,,2014-01-10 18:47:42 +0000,2014-01-10 18:47:42 +0000
2014-01-10 17:00:00 +0000,running,2200.0,780.0,brick run with buggy,,2014-01-10 18:48:13 +0000,2014-01-10 18:48:13 +0000
2014-01-08 16:00:00 +0000,cycling,35000.0,4320.0,Drift road loop,,2014-01-10 18:48:51 +0000,2014-01-10 18:48:51 +0000
2014-01-08 23:00:00 +0000,cycling,5000.0,900.0,Looking for phone!,,2014-01-10 18:49:28 +0000,2014-01-10 18:49:41 +0000
2014-01-09 12:00:00 +0000,cycling,10000.0,1500.0,local,,2014-01-10 18:50:03 +0000,2014-01-10 18:50:03 +0000
2014-01-09 08:00:00 +0000,swimming,1600.0,1920.0,1500 straight + cd,,2014-01-10 18:50:46 +0000,2014-01-10 18:50:46 +0000
2014-01-12 09:00:00 +0000,cycling,33800.0,4560.0,"Easy ride, icy",,2014-01-13 09:48:25 +0000,2014-01-13 09:48:25 +0000
2014-01-11 10:00:00 +0000,cycling,8300.0,1080.0,Short ride,,2014-01-13 09:49:20 +0000,2014-01-13 09:49:20 +0000
2014-01-11 09:00:00 +0000,running,500.0,180.0,Aborted run (achilles),,2014-01-13 09:49:51 +0000,2014-01-13 09:49:51 +0000
2014-01-12 17:00:00 +0000,running,1000.0,360.0,Quick jog,,2014-01-13 09:50:20 +0000,2014-01-13 09:50:20 +0000
2014-01-11 18:00:00 +0000,swimming,2350.0,3600.0,Eton tri swim,,2014-01-13 09:50:51 +0000,2014-01-13 09:50:51 +0000
2014-02-02 09:00:00 +0000,cycling,47800.0,6600.0,Hilly & windy ride around Bath,,2014-02-03 10:58:11 +0000,2014-02-03 10:58:11 +0000
2014-01-30 18:00:00 +0000,running,7200.0,2520.0,L2 around Cambridge,,2014-02-03 11:00:49 +0000,2014-02-03 11:00:49 +0000
2014-01-29 07:00:00 +0000,running,7600.0,2550.0,L2 morning run,,2014-02-03 11:02:51 +0000,2014-02-03 11:02:51 +0000
2014-02-01 17:00:00 +0000,running,3300.0,1200.0,"Quick run - dark, cold, wet, hilly",,2014-02-03 11:03:58 +0000,2014-02-03 11:03:58 +0000
2014-01-31 20:00:00 +0000,cycling,40000.0,4500.0,Turbo (2x20@L4),,2014-02-03 10:57:05 +0000,2014-02-03 10:57:05 +0000
2014-01-30 12:00:00 +0000,cycling,10000.0,1500.0,local,,2014-02-03 10:59:18 +0000,2014-02-03 10:59:32 +0000
2014-01-30 08:00:00 +0000,swimming,1600.0,1920.0,8x200,,2014-02-03 11:04:25 +0000,2014-02-03 11:04:25 +0000
2014-01-23 07:00:00 +0000,swimming,1600.0,1800.0,1.6k straight,,2014-01-23 18:06:13 +0000,2014-01-23 18:06:13 +0000
2014-01-20 17:00:00 +0000,running,7500.0,2400.0,L2/3,,2014-01-23 18:09:10 +0000,2014-01-23 18:09:10 +0000
2014-01-16 18:00:00 +0000,running,8000.0,2760.0,L2/3 (dark),,2014-01-23 18:10:07 +0000,2014-01-23 18:10:07 +0000
2014-01-13 12:00:00 +0000,running,8400.0,2700.0,L2/L3,,2014-01-23 18:11:05 +0000,2014-01-23 18:11:05 +0000
2014-01-14 18:00:00 +0000,cycling,31000.0,3600.0,Turbo: Sufferfest fight club,,2014-01-23 18:14:47 +0000,2014-01-23 18:14:47 +0000
2014-01-18 09:00:00 +0000,cycling,23000.0,2700.0,Quick loop,,2014-01-23 18:18:25 +0000,2014-01-23 18:18:25 +0000
2014-01-17 07:00:00 +0000,swimming,1800.0,2100.0,5/5/5,,2014-01-23 18:07:21 +0000,2014-01-23 18:19:34 +0000
2014-01-15 17:00:00 +0000,cycling,23000.0,2700.0,L3,,2014-01-23 18:20:33 +0000,2014-01-23 18:20:33 +0000
2014-01-17 12:00:00 +0000,cycling,15000.0,2400.0,Local,,2014-01-23 18:19:21 +0000,2014-01-23 18:19:21 +0000
2014-01-15 18:00:00 +0000,running,500.0,180.0,short brick,,2014-01-23 18:21:00 +0000,2014-01-23 18:21:00 +0000
2014-01-21 16:00:00 +0000,cycling,25000.0,3000.0,4x crimp hill,,2014-01-23 18:21:53 +0000,2014-01-23 18:21:53 +0000
2014-01-24 17:00:00 +0000,running,7000.0,2400.0,"L2/L3. Dark, wet",,2014-01-24 19:57:45 +0000,2014-01-24 19:57:45 +0000
2014-01-23 12:00:00 +0000,cycling,10000.0,1500.0,local,,2014-01-24 19:58:06 +0000,2014-01-24 19:58:06 +0000
2014-02-17 08:00:00 +0000,running,6800.0,2100.0,L2 with Lex,,2014-02-17 13:05:27 +0000,2014-02-17 13:05:27 +0000
2014-02-16 09:00:00 +0000,cycling,50000.0,6300.0,L2 ride,,2014-02-17 13:06:56 +0000,2014-02-17 13:06:56 +0000
2014-02-15 18:00:00 +0000,swimming,2500.0,3600.0,Eton tri swim,,2014-02-17 13:07:17 +0000,2014-02-17 13:07:17 +0000
2014-02-13 08:00:00 +0000,swimming,1200.0,1500.0,Easy swim (6x200),,2014-02-17 13:07:43 +0000,2014-02-17 13:07:43 +0000
2014-02-14 12:00:00 +0000,running,2000.0,660.0,local,,2014-02-17 13:08:08 +0000,2014-02-17 13:08:22 +0000
2014-02-13 12:00:00 +0000,cycling,10000.0,1500.0,local,,2014-02-17 13:08:41 +0000,2014-02-17 13:08:41 +0000
2014-02-04 15:00:00 +0000,cycling,35000.0,4680.0,Broken pedal!,,2014-02-17 13:09:33 +0000,2014-02-17 13:09:33 +0000
2014-03-06 08:00:00 +0000,swimming,2400.0,2760.0,12x200,,2014-03-10 13:34:07 +0000,2014-03-10 13:34:07 +0000
2014-03-08 18:00:00 +0000,swimming,2400.0,3000.0,Eton tri swim,,2014-03-10 13:34:34 +0000,2014-03-10 13:34:34 +0000
2014-03-07 17:00:00 +0000,cycling,21100.0,2520.0,L3 loop,,2014-03-10 13:36:31 +0000,2014-03-10 13:36:31 +0000
2014-03-05 17:00:00 +0000,running,8300.0,2580.0,L3 evening run,,2014-03-10 13:38:23 +0000,2014-03-10 13:38:23 +0000
2014-02-22 18:00:00 +0000,swimming,2600.0,3600.0,Eton tri swim,,2014-02-22 21:36:56 +0000,2014-02-22 21:36:56 +0000
2014-02-20 08:00:00 +0000,swimming,1200.0,1500.0,12x100,,2014-02-22 21:37:32 +0000,2014-02-22 21:37:32 +0000
2014-02-21 18:00:00 +0000,cycling,22500.0,2700.0,5x3@L5,,2014-02-22 21:38:11 +0000,2014-02-22 21:38:11 +0000
2014-02-19 16:00:00 +0000,cycling,23000.0,2700.0,L3 bike,,2014-02-22 21:39:24 +0000,2014-02-22 21:39:24 +0000
2014-02-19 18:00:00 +0000,running,6000.0,1920.0,Brick run,,2014-02-22 21:40:20 +0000,2014-02-22 21:40:20 +0000
2014-03-09 14:00:00 +0000,running,16200.0,5340.0,L2/L3 long run,,2014-03-10 13:35:20 +0000,2014-03-10 13:35:20 +0000
2014-03-07 18:00:00 +0000,running,2000.0,720.0,Brick run,,2014-03-10 13:36:57 +0000,2014-03-10 13:36:57 +0000
2014-02-23 09:00:00 +0000,cycling,49000.0,6300.0,V. windy!,,2014-02-24 08:56:48 +0000,2014-02-24 08:56:48 +0000
2014-02-23 11:00:00 +0000,running,11200.0,3720.0,Brick run,,2014-02-24 08:57:20 +0000,2014-02-24 08:57:20 +0000
2014-03-16 11:00:00 +0000,running,21100.0,6540.0,Leith Hill half marathon,Leith Hill half marathon,2014-03-17 11:55:17 +0000,2014-03-17 11:55:17 +0000
2014-03-15 18:00:00 +0000,swimming,2400.0,3600.0,Eton tri swim,,2014-03-17 11:55:43 +0000,2014-03-17 11:55:43 +0000
2014-03-16 13:00:00 +0000,swimming,100.0,120.0,Quick paddle,,2014-03-17 11:56:08 +0000,2014-03-17 11:56:08 +0000
2014-03-10 18:00:00 +0000,cycling,20900.0,2460.0,L3/4,,2014-03-17 17:56:44 +0000,2014-03-17 17:56:44 +0000
2014-03-13 12:00:00 +0000,cycling,7000.0,1200.0,local,,2014-03-17 17:57:09 +0000,2014-03-17 17:57:09 +0000
2014-03-14 08:00:00 +0000,swimming,1600.0,1920.0,8x200,,2014-03-17 11:56:36 +0000,2014-03-17 11:56:36 +0000
2014-03-14 12:00:00 +0000,cycling,6000.0,900.0,local,,2014-03-17 17:57:33 +0000,2014-03-17 17:57:33 +0000
2014-02-28 12:00:00 +0000,cycling,44000.0,5220.0,West Drayton & Back (windy),,2014-03-01 09:16:58 +0000,2014-03-01 09:16:58 +0000
2014-03-20 08:00:00 +0000,swimming,1600.0,1800.0,8x200,,2014-03-20 15:17:31 +0000,2014-03-20 15:17:31 +0000
2014-03-23 09:00:00 +0000,cycling,62200.0,7920.0,One hill out and back,,2014-03-26 13:22:19 +0000,2014-03-26 13:22:19 +0000
2014-03-22 17:00:00 +0000,swimming,5000.0,5940.0,Swimathon,Swimathon,2014-03-26 13:22:45 +0000,2014-03-26 13:22:45 +0000
2014-03-25 18:00:00 +0000,cycling,20000.0,2400.0,Turbo 30@L4,,2014-03-26 13:24:31 +0000,2014-03-26 13:24:31 +0000
2014-03-22 12:00:00 +0000,cycling,10000.0,1800.0,Pootle with Emily,,2014-03-26 16:44:01 +0000,2014-03-26 16:44:01 +0000
2014-03-20 18:00:00 +0000,running,3600.0,1260.0,Easy jog,,2014-03-26 16:44:48 +0000,2014-03-26 16:44:48 +0000
2014-03-20 12:00:00 +0000,cycling,10000.0,1500.0,local,,2014-03-26 16:45:10 +0000,2014-03-26 16:45:10 +0000
2014-03-21 12:00:00 +0000,cycling,8000.0,1200.0,local,,2014-03-26 16:45:34 +0000,2014-03-26 16:45:34 +0000
2014-04-01 18:00:00 +0100,cycling,28800.0,3150.0,Medium loop sweetspot,,2014-04-01 19:54:15 +0100,2014-04-01 19:54:15 +0100
2014-03-30 12:00:00 +0100,running,6300.0,2400.0,easy run - v.v. tired,,2014-04-01 19:57:00 +0100,2014-04-01 19:57:00 +0100
2014-03-28 17:00:00 +0000,cycling,27800.0,3290.0,Medium loop - busted bottom bracket!,,2014-04-01 19:58:09 +0100,2014-04-01 19:58:09 +0100
2014-03-29 18:00:00 +0000,swimming,2800.0,3600.0,Eton tri set - hard,,2014-04-01 19:58:41 +0100,2014-04-01 19:58:41 +0100
2014-03-26 18:00:00 +0000,running,7600.0,2700.0,L2 run,,2014-04-01 19:59:40 +0100,2014-04-01 19:59:40 +0100
2014-03-27 18:00:00 +0000,cycling,20000.0,2400.0,Turbo,,2014-04-01 20:00:52 +0100,2014-04-01 20:00:52 +0100
2014-03-27 19:00:00 +0000,running,5500.0,1680.0,Brick run L3,,2014-04-01 20:01:24 +0100,2014-04-01 20:01:24 +0100
2014-05-10 07:00:00 +0100,cycling,122500.0,15540.0,Ride with 745 Roulers to watch the Giro,,2014-05-11 10:46:55 +0100,2014-05-11 10:46:55 +0100
2014-05-11 07:00:00 +0100,running,14700.0,5400.0,L2 run along coast,,2014-05-11 10:50:58 +0100,2014-05-11 10:50:58 +0100
2014-05-10 15:00:00 +0100,cycling,11900.0,1980.0,Pootle to watch Giro,,2014-05-11 10:53:10 +0100,2014-05-11 10:53:10 +0100
2014-05-09 06:00:00 +0100,cycling,67300.0,7222.0,Giro TT route & round & about Belfast,,2014-05-11 10:52:02 +0100,2014-05-11 10:52:02 +0100
2014-05-11 10:00:00 +0100,swimming,1000.0,1200.0,Quick swim,,2014-05-11 10:52:25 +0100,2014-05-11 10:52:25 +0100
2014-04-12 18:00:00 +0100,swimming,2600.0,3600.0,Eton tri swim,,2014-04-17 20:57:29 +0100,2014-04-17 20:57:29 +0100
2014-04-13 09:00:00 +0100,cycling,92000.0,11460.0,3 hills,,2014-04-17 20:59:34 +0100,2014-04-17 20:59:34 +0100
2014-04-13 12:00:00 +0100,running,200.0,60.0,Aborted brick run,,2014-04-17 21:00:11 +0100,2014-04-17 21:00:11 +0100
2014-04-11 17:00:00 +0100,cycling,21000.0,2520.0,Quick loop,,2014-04-17 21:01:58 +0100,2014-04-17 21:01:58 +0100
2014-04-12 09:00:00 +0100,running,15900.0,5280.0,Easy long run,,2014-04-17 21:03:00 +0100,2014-04-17 21:03:00 +0100
2014-04-09 17:00:00 +0100,cycling,10300.0,1200.0,Short brick ride,,2014-04-17 21:04:13 +0100,2014-04-17 21:04:13 +0100
2014-04-09 18:00:00 +0100,running,6700.0,2400.0,Brick run,,2014-04-17 21:05:11 +0100,2014-04-17 21:05:11 +0100
2014-04-10 07:00:00 +0100,swimming,1600.0,1800.0,4x4,,2014-04-17 21:05:49 +0100,2014-04-17 21:05:49 +0100
2014-04-06 08:00:00 +0100,cycling,80500.0,9840.0,Maidenhead CC ride,,2014-04-17 21:16:37 +0100,2014-04-17 21:16:37 +0100
2014-04-05 18:00:00 +0100,swimming,2700.0,3600.0,Eton tri swim,,2014-04-17 21:17:11 +0100,2014-04-17 21:17:11 +0100
2014-04-04 18:00:00 +0100,cycling,20600.0,2520.0,3x crimp hill,,2014-04-17 21:19:44 +0100,2014-04-17 21:19:44 +0100
2014-04-05 12:00:00 +0100,running,15000.0,5280.0,L2 long run,,2014-04-17 21:22:06 +0100,2014-04-17 21:22:06 +0100
2014-04-02 18:00:00 +0100,running,6600.0,1980.0,L3/4 evening run,,2014-04-17 21:23:55 +0100,2014-04-17 21:23:55 +0100
2014-04-03 12:00:00 +0100,cycling,10000.0,1500.0,local,,2014-04-17 21:24:50 +0100,2014-04-17 21:24:50 +0100
2014-04-17 09:00:00 +0100,swimming,800.0,900.0,quick swim,,2014-04-17 21:26:46 +0100,2014-04-17 21:26:46 +0100
2014-04-17 18:00:00 +0100,running,9000.0,3000.0,L2/3 run - very stiff legs,,2014-04-17 21:27:28 +0100,2014-04-17 21:27:28 +0100
2014-04-08 18:00:00 +0100,cycling,21100.0,2400.0,Quick loop,,2014-04-17 21:06:44 +0100,2014-04-17 21:06:44 +0100
2014-04-03 08:00:00 +0100,swimming,1600.0,1800.0,Easy swim,,2014-04-17 21:24:33 +0100,2014-04-17 21:24:33 +0100
2014-04-15 12:00:00 +0100,cycling,20000.0,2400.0,Aborted ride due to mechanical,,2014-04-17 21:28:38 +0100,2014-04-17 21:28:38 +0100
2014-05-05 13:00:00 +0100,running,600.0,180.0,Aborted run (achilles),,2014-05-06 17:11:13 +0100,2014-05-06 17:11:13 +0100
2014-05-02 18:00:00 +0100,cycling,21300.0,2400.0,L4,,2014-05-06 17:15:42 +0100,2014-05-06 17:15:42 +0100
2014-05-03 09:00:00 +0100,cycling,115900.0,14520.0,4 hills (skipped 2 due to mechanicals) @ L3-4,,2014-05-06 17:16:28 +0100,2014-05-06 17:16:28 +0100
2014-04-18 08:00:00 +0100,cycling,20200.0,2220.0,Ride to TT start,,2014-04-22 14:48:24 +0100,2014-04-22 14:48:24 +0100
2014-04-18 08:00:00 +0100,cycling,40500.0,3970.0,Good Friday 25M TT,Good Friday 25M TT,2014-04-22 14:49:15 +0100,2014-04-22 14:49:15 +0100
2014-04-18 09:00:00 +0100,cycling,20900.0,2605.0,Back from TT,,2014-04-22 14:49:50 +0100,2014-04-22 14:49:50 +0100
2014-04-19 12:00:00 +0100,cycling,12000.0,2340.0,Pootle with Emily,,2014-04-22 14:50:20 +0100,2014-04-22 14:50:20 +0100
2014-04-20 12:00:00 +0100,cycling,15100.0,2160.0,Short L2 ride (wet),,2014-04-22 14:50:57 +0100,2014-04-22 14:50:57 +0100
2014-05-06 12:00:00 +0100,cycling,30600.0,3660.0,30 underovers at end,,2014-05-06 17:10:35 +0100,2014-05-06 17:10:35 +0100
2014-05-05 13:00:00 +0100,cycling,16000.0,1800.0,Quick blast,,2014-05-06 17:11:39 +0100,2014-05-06 17:11:39 +0100
2014-05-01 12:00:00 +0100,cycling,5000.0,720.0,local,,2014-05-06 17:17:02 +0100,2014-05-06 17:17:02 +0100
2014-05-03 18:00:00 +0100,swimming,1650.0,2400.0,Aborted Eton tri swim - knackered,,2014-05-06 17:17:32 +0100,2014-05-06 17:17:32 +0100
2014-04-27 11:00:00 +0100,running,17600.0,6240.0,L2 long run,,2014-04-27 14:09:27 +0100,2014-04-27 14:09:27 +0100
2014-04-26 18:00:00 +0100,swimming,2700.0,3300.0,Eton tri swim,,2014-04-27 14:09:56 +0100,2014-04-27 14:09:56 +0100
2014-04-26 09:00:00 +0100,cycling,50000.0,5520.0,Shurlock row loop sweetspot,,2014-04-27 14:10:40 +0100,2014-04-27 14:10:40 +0100
2014-04-26 11:00:00 +0100,running,3500.0,1140.0,Brick run,,2014-04-27 14:12:05 +0100,2014-04-27 14:12:05 +0100
2014-04-24 08:00:00 +0100,swimming,2100.0,2400.0,6/6/6 inc paddles,,2014-04-27 14:12:54 +0100,2014-04-27 14:12:54 +0100
2014-04-24 12:00:00 +0100,cycling,10000.0,1500.0,local,,2014-04-27 14:13:54 +0100,2014-04-27 14:13:54 +0100
2014-04-25 19:00:00 +0100,cycling,32000.0,3600.0,Turbo 6x4@L5,,2014-04-27 14:14:29 +0100,2014-04-27 14:14:29 +0100
2014-04-22 12:00:00 +0100,cycling,12400.0,1680.0,Aborted ride (had to get back for appt.),,2014-04-27 14:15:31 +0100,2014-04-27 14:15:31 +0100
2014-04-21 07:00:00 +0100,swimming,426.0,440.0,Thames Turbo swim,,2014-04-27 14:16:05 +0100,2014-04-27 14:16:05 +0100
2014-04-21 08:00:00 +0100,cycling,21600.0,2100.0,Thames turbo bike,,2014-04-27 14:16:40 +0100,2014-04-27 14:16:40 +0100
2014-04-21 09:00:00 +0100,running,5000.0,1350.0,Thames turbo run,,2014-04-27 14:17:06 +0100,2014-04-27 14:17:06 +0100
2014-05-07 18:00:00 +0100,running,9200.0,2580.0,L3 run,,2014-05-08 20:22:59 +0100,2014-05-08 20:22:59 +0100
2014-05-08 10:00:00 +0100,cycling,16500.0,2220.0,Very wet quick blast,,2014-05-08 20:23:58 +0100,2014-05-08 20:23:58 +0100
2014-05-08 16:00:00 +0100,cycling,4000.0,600.0,Quick bike check,,2014-05-08 20:24:32 +0100,2014-05-08 20:24:32 +0100
2014-04-29 12:00:00 +0100,cycling,27000.0,3390.0,Hill session,,2014-04-29 14:21:38 +0100,2014-04-29 14:21:38 +0100
2014-04-28 18:00:00 +0100,cycling,9100.0,1800.0,Easy spin,,2014-04-29 14:27:51 +0100,2014-04-29 14:27:51 +0100
2014-06-07 13:00:00 +0100,running,16200.0,5400.0,HIM pace run (hilly),,2014-06-08 21:25:00 +0100,2014-06-08 21:25:00 +0100
2014-06-08 08:00:00 +0100,cycling,70000.0,8700.0,Hilly & windy,,2014-06-08 21:25:37 +0100,2014-06-08 21:25:37 +0100
2014-06-08 10:00:00 +0100,running,3300.0,1200.0,brick run,,2014-06-08 21:26:01 +0100,2014-06-08 21:26:01 +0100
2014-05-18 06:00:00 +0100,cycling,104000.0,12600.0,5 hills TT,,2014-05-18 19:46:00 +0100,2014-05-18 19:46:00 +0100
2014-05-18 10:00:00 +0100,running,2500.0,840.0,Brick run,,2014-05-18 19:46:37 +0100,2014-05-18 19:46:37 +0100
2014-05-17 07:00:00 +0100,swimming,1600.0,1860.0,OW @ Thorpe,,2014-05-18 19:47:11 +0100,2014-05-18 19:47:11 +0100
2014-05-17 10:00:00 +0100,cycling,16400.0,1800.0,Brick ride,,2014-05-18 19:47:39 +0100,2014-05-18 19:47:39 +0100
2014-05-17 11:00:00 +0100,running,6300.0,2100.0,Brick run,,2014-05-18 19:48:52 +0100,2014-05-18 19:48:52 +0100
2014-05-15 18:00:00 +0100,running,21600.0,7140.0,Long slow run,,2014-05-18 19:49:40 +0100,2014-05-18 19:49:40 +0100
2014-05-14 17:00:00 +0100,cycling,17800.0,2580.0,6x priest hill,,2014-05-18 19:50:24 +0100,2014-05-18 19:50:24 +0100
2014-05-13 12:00:00 +0100,cycling,21300.0,2400.0,6x5 under-overs,,2014-05-18 19:52:25 +0100,2014-05-18 19:52:25 +0100
2014-05-12 18:00:00 +0100,running,5200.0,1800.0,Quick run with Lex + buggy,,2014-05-18 19:53:33 +0100,2014-05-18 19:53:33 +0100
2014-05-15 08:00:00 +0100,swimming,2300.0,2580.0,6/6/6 inc paddles,,2014-05-18 19:54:27 +0100,2014-05-18 19:54:27 +0100
2014-06-05 06:00:00 +0100,cycling,31000.0,3600.0,Brick bike,,2014-06-05 14:19:36 +0100,2014-06-05 14:19:36 +0100
2014-05-19 12:00:00 +0100,cycling,16300.0,2160.0,Quick spin,,2014-05-19 16:46:01 +0100,2014-05-19 16:46:01 +0100
2014-05-20 12:00:00 +0100,cycling,24400.0,2700.0,30m sweetspot,,2014-05-20 16:06:19 +0100,2014-05-20 16:06:19 +0100
2014-06-05 07:00:00 +0100,running,3750.0,1260.0,Brick run,,2014-06-05 14:20:15 +0100,2014-06-05 14:20:15 +0100
2014-05-21 17:00:00 +0100,cycling,24500.0,2700.0,Brick bike,,2014-05-22 14:54:55 +0100,2014-05-22 14:54:55 +0100
2014-05-21 18:00:00 +0100,running,6600.0,1860.0,Brick run,,2014-05-22 14:55:39 +0100,2014-05-22 14:55:39 +0100
2014-05-22 07:00:00 +0100,swimming,2300.0,2580.0,6/6/6 inc paddles (40m),,2014-05-22 14:56:05 +0100,2014-05-22 14:56:05 +0100
2014-05-23 18:00:00 +0100,cycling,26000.0,3060.0,5x6@L5,,2014-05-23 21:15:59 +0100,2014-05-23 21:15:59 +0100
2014-05-22 12:00:00 +0100,cycling,10000.0,1500.0,local,,2014-05-23 21:16:19 +0100,2014-05-23 21:16:19 +0100
2014-05-15 12:00:00 +0100,cycling,10000.0,1500.0,local,,2014-05-23 21:16:56 +0100,2014-05-23 21:16:56 +0100
2014-05-16 16:00:00 +0100,cycling,5000.0,720.0,local,,2014-05-23 21:17:16 +0100,2014-05-23 21:17:16 +0100
2014-05-25 10:00:00 +0100,cycling,7600.0,1005.0,Back from lake,,2014-05-25 13:25:04 +0100,2014-05-25 13:25:04 +0100
2014-05-25 10:31:00 +0100,running,11500.0,3600.0,SBR brick run,,2014-05-25 13:25:35 +0100,2014-05-25 13:25:35 +0100
2014-05-25 07:00:00 +0100,cycling,7600.0,940.0,Down to lake,,2014-05-25 13:23:01 +0100,2014-05-25 13:23:01 +0100
2014-05-25 07:20:00 +0100,swimming,2200.0,2430.0,SBR brick swim,,2014-05-25 13:24:00 +0100,2014-05-25 13:24:00 +0100
2014-05-25 08:00:00 +0100,cycling,64200.0,7202.0,SBR brick bike,,2014-05-25 13:24:30 +0100,2014-05-25 13:24:30 +0100
2014-05-24 09:00:00 +0100,running,5600.0,2280.0,Aborted run - felt awful,,2014-05-25 13:26:22 +0100,2014-05-25 13:26:22 +0100
2014-06-01 09:00:00 +0100,running,10000.0,2643.0,Hyde Park Triathlon Run,Hyde Park Triathlon,2014-06-02 17:36:58 +0100,2014-06-02 17:36:58 +0100
2014-06-01 08:00:00 +0100,cycling,35900.0,3483.0,Hyde Park Triathlon Bike,Hyde Park Triathlon,2014-06-02 17:39:39 +0100,2014-06-02 17:39:39 +0100
2014-05-29 18:00:00 +0100,running,5100.0,1800.0,L2 run - not feeling great,,2014-06-02 17:42:19 +0100,2014-06-02 17:42:19 +0100
